id,Production date,Find spot,Materials,Technique,Inscription,Subjects,Assoc name,Culture,Section,Place,description
5520,618-906,Found/Acquired: China,porcelain,glazed,,animal,,Tang dynasty,Tang dynasty,China,"This porcelain figure of a lion, originating from the Tang dynasty in China and dating from 618-906 CE, exemplifies the refined craftsmanship of the era. It is crafted from buff porcelain and adorned with a cream and green splashed glaze, giving it a distinctive and vibrant appearance. The lion, a common subject in Tang dynasty art, symbolizes power and protection, reflecting the cultural significance of such figures in Chinese tradition. This artifact was found in China, contributing to our understanding of Tang dynasty artistry and its legacy in ceramic production."
5459,618-906,Found/Acquired: Luoyang,earthenware,glazed,,,,Tang dynasty,Tang dynasty,China,"This Tang dynasty figure, made between 618-906 CE, represents a lady crafted from glazed straw earthenware, reflecting the period's artistic aesthetics and craftsmanship. The use of glazed earthenware was prevalent in the Tang dynasty for both decorative and functional objects, showcasing the era's advancements in ceramic technology. This figurine was found or acquired in Luoyang, a significant cultural center during the Tang dynasty in China, which was renowned for its thriving market and diverse cultural influences. The discovery of this artifact at such a historically important site adds to its cultural and historical value, encapsulating aspects of Tang society and art within its craftsmanship."
5778,618-906; 800-825 (circa (Rawson 1992)),Found/Acquired: China,earthenware,glazed,,plum blossom/tree,,Tang dynasty,Tang dynasty,China,"This earthenware lidded box, attributed to the Tang dynasty and crafted between 800-825 CE, exemplifies the distinctive lead-glazed 'sancai' ware of this period. Its base remains unglazed, while the lid is adorned with a decorative motif of plum blossom flowers, rendered in a yellow, mottled, white glaze against a buff-colored background. This artistic choice reflects the Tang dynasty's appreciation for nature-inspired designs and their innovative use of vibrant glazes. Discovered in China, this artifact highlights the craftsmanship and aesthetic values of its era, offering insight into the decorative arts within the broader context of Tang cultural and technological advancements."
5530,618-906,Found/Acquired: China,earthenware,painted,,,,Tang dynasty,Tang dynasty,China,"This elegant figure of a lady, crafted from painted earthenware, originates from the Tang dynasty, dating between 618-906 CE. The artifact exemplifies the Tang period's artistic expression, renowned for its vibrant use of color and lifelike representation. While specific inscriptions are absent, the piece's cultural context suggests it could have been part of burial or ritual settings, reflecting the period's emphasis on opulence and ceremonial practices. The figure was discovered in China, further anchoring it in the historical narrative of a dynasty known for its artistic flourish and influence across regions."
5383,1368-1644,Found/Acquired: China,earthenware,glazed,,animal,,Tang dynasty; Ming dynasty,Tang dynasty,China,"This exquisite earthenware cup, dating from the late Tang dynasty through the Ming dynasty (1368-1644), is a remarkable example of Chinese craftsmanship. It is distinguished by its cream glaze and unique design, featuring three lion-shaped feet that reflect both artistic and cultural significance. The use of animal motifs is characteristic of the period, symbolizing strength and protection, and speaks to the aesthetic preferences in medieval Chinese artistry. This artifact was found in China, offering valuable insight into the ceramics that were both cherished and utilized during these significant historical eras."
5481,618-906,Found/Acquired: China,earthenware,slipped,,bird,,Tang dynasty,Tang dynasty,China,"This Tang dynasty figure, dating from 618-906 CE, is crafted from slipped earthenware and represents a Westerner accompanied by a bird. The piece reflects the Tang dynasty's openness to foreign influences, depicted here through the portrayal of a non-Chinese individual. The use of earthenware with a slip finish highlights the period's ceramic techniques, which allowed for more detailed and vivid representations. Unearthed in China, this artifact provides a glimpse into the cultural interactions and artistic expressions prevalent during one of China's most culturally vibrant eras."
5792,618-906,Found/Acquired: Shanxi (province),ceramic,moulded,"Inscription type: inscription Inscription position: back Inscription language: Chinese Inscription script: standard script Inscription transliteration: da tang shang ye wojen [?] de ru miyau se shen Inscription translation: In the reign of the great Tang, worthy gift to obtain the true body of the Buddha Inscription note: Inscription in twelve boxes",buddha,Representation of: Buddha,Tang dynasty,Tang dynasty,China,"This expertly crafted ceramic plaque from the Tang dynasty, dated between 618-906 CE, exemplifies the rich artistic heritage of China’s Buddhist culture. The plaque depicts a central seated Buddha, accompanied by nine subsidiary Buddhas, showcasing the iconographic style typical of the period. Notably, the reverse of the plaque bears a stamped inscription in Chinese standard script, structured in twelve boxes. This inscription reads, ""In the reign of the great Tang, worthy gift to obtain the true body of the Buddha,"" indicating the artifact's spiritual significance as a devotional object. Made using a moulding technique, this grey ceramic plaque was discovered in Shanxi province, further connecting it to the Tang dynasty's regional influence in promoting Buddhism across China."
5365,618-906; 800-825 (circa (Rawson 1992)),Found/Acquired: China,earthenware,glazed,,,,Tang dynasty,Tang dynasty,China,"This exquisitely crafted lidded box from the Tang dynasty, dating approximately between 800-825 CE, embodies the refined aesthetic of its era. Made from earthenware, it is adorned with lead glazes in the traditional 'sancai' technique, presenting a harmonious blend of green and brown hues. The decorative motifs achieved through resist decoration highlight the sophisticated craftsmanship characteristic of Tang artisans. While the base remains unglazed, this serves to accentuate the vividness and intricacy of its glazed exterior. This artifact, discovered in China, is a testament to the flourishing ceramic production and artistic innovation during the Tang dynasty, offering a glimpse into the cultural and artistic practices of the time."
5418,618-906,Found/Acquired: China,stoneware,glazed,,,,Tang dynasty,Tang dynasty,China,"This Tang dynasty dish, produced between 618-906 CE, exemplifies the exquisite craftsmanship of Yue glazed stoneware from China. Characterized by its distinctive green ware glaze, the dish highlights the subtle elegance and sophisticated kiln techniques developed during the Tang period, a time noted for its cultural prosperity and innovation in ceramic arts. This artifact, found or acquired in China, reflects the sophisticated aesthetic values and the era's technological advancements in pottery. Its preservation offers invaluable insight into the material culture and historical legacy of the Tang dynasty."
5461,618-906,Found/Acquired: Yonghe,earthenware,glazed,,animal; equestrian; horse/ass; musician,,Tang dynasty,Tang dynasty,China,"This exquisite Tang dynasty earthenware figure, dating from 618-906 CE, depicts a horse with a musician rider, encapsulating the vibrant cultural essence of the era. The figure is crafted from white-buff earthenware, finished with a straw-colored glaze that lends it a subtle sheen characteristic of Tang glaze techniques. The subject matter—an equestrian theme featuring a musician—reflects the importance of music and horseback riding in Tang society, both activities being esteemed in courtly and ceremonial contexts. This artifact, unearthed in Yonghe, China, provides a captivating glimpse into the artistic sophistication and cultural practices of the Tang dynasty, symbolizing its rich legacy in ceramic artistry."
5219,618-906,Found/Acquired: China,earthenware,glazed,,,,Tang dynasty,Tang dynasty,China,"This exquisite Tang dynasty bowl, dating from 618-906 CE, is a testament to the artistry of Chinese ceramicists of the period. Crafted from earthenware, this vessel features a distinctive spout and is adorned with a vibrant sancai glaze—a prominent technique of the era—boasting an elegant palette of blue and brown-orange hues. The absence of inscriptions allows the bowl's simple form and colorful glaze to speak to the aesthetic values of the Tang dynasty, a time celebrated for its cultural and artistic achievements. This bowl was discovered or acquired in China, offering a tangible connection to the rich historical tapestry of the Tang period."
5507,630-680,Found/Acquired: Luoyang (?),earthenware,glazed,,animal,,Tang dynasty,Tang dynasty,China,"This Tang dynasty figure, crafted from straw-glazed earthenware between 630-680 CE, represents a boar, a common subject reflecting the era's artistic and cultural interests in naturalistic representations of animals. The piece, with its refined glaze technique, showcases the Tang artisans' adeptness at utilizing straw glaze to achieve a distinctive luster and texture emblematic of the period. Discovered in or near Luoyang, a significant center of Tang culture and politics, this artifact offers valuable insight into the devotional and aesthetic practices of its time within China."
5555,650-750,Found/Acquired: China,earthenware,pigmented; slipped,,zodiac,,Tang dynasty,Tang dynasty,China,"This Tang dynasty zodiac figure, crafted between 650-750 CE, is a remarkable example of pigmented and white-slipped earthenware originating from China. The red earthenware piece intricately represents the traditional Chinese zodiac cycle with detailed depictions including the Mouse, Ox, Tiger, Rabbit, Dragon, Snake, Horse, Sheep, Monkey, Chicken, Dog, and Pig. Each animal is rendered with precise care, echoing the cultural significance of the zodiac in Chinese mythology and astrology during the Tang period. The figure was discovered or acquired in China, providing an insightful glimpse into the artistic practices and cultural symbolism of the era."
5535,618-906; 960-1279,Found/Acquired: Shanxi (province),stoneware,glazed; applied; incised; underglazed,,animal; equestrian; horse/ass,,Tang dynasty; Song dynasty,Tang dynasty,China,"This artifact is a stoneware model of a horse and rider, originating from China during the Tang (618-906 CE) or Song (960-1279 CE) dynasties. This piece exhibits the exquisite craftsmanship characteristic of these periods, with its upper portion enveloped in a translucent celadon glaze, while the unglazed lower section reveals a reddish-buff tone. The model incorporates incised and applied details, further accented by underglaze iron-brown highlights to define the eyes of both the horse and rider. Notably, the horseman is seated on a saddle complete with a back support, although one of the horse's legs is missing. The model was discovered in Shanxi Province, providing a glimpse into the equestrian themes prevalent in Chinese art during these influential dynastic periods."
5513,728 (Date recorded for the death of general Liu Tingxun.),Found/Acquired: Luoyang,earthenware,glazed,,groom,,Tang dynasty,Tang dynasty,China,"This Tang dynasty earthenware figure, dated to 728 CE, is a representation of a groom, meticulously crafted in brown and green glazed earthenware. Originating from China, specifically discovered in Luoyang, the piece exemplifies the artistic finesse and craftsmanship prevalent during the era. The glazed technique enhances its visual appeal, capturing the cultural essence of the Tang dynasty—a period renowned for its artistic and cultural advancements. This artifact not only signifies the socio-cultural aspects of the time but also provides a glimpse into the funerary practices, as such figures often accompanied the deceased in burial contexts."
5889,618-906,Excavated/Findspot: Dar al-Khilafa,porcelain; pottery,glazed,,,,Tang dynasty,Tang dynasty,China,"This porcelain sherd from the Tang dynasty, dating from 618 to 906 CE, exemplifies the fine craftsmanship of Chinese pottery from this illustrious period. Fashioned from white glazed porcelain, the fragment bears a single exterior blemish, indicative of both its age and the challenges of its original firing process. The piece was excavated from Dar al-Khilafa, providing a tangible connection to the geographic and cultural expanse of Tang influence. As a relic of this vibrant era, the sherd reflects the sophisticated techniques employed in Tang pottery, showcasing the era's dedication to aesthetic and material refinement."
5540,630-680,Found/Acquired: Luoyang (?),earthenware,glazed,,soldier,,Tang dynasty,Tang dynasty,China,"This figure of a soldier, crafted from straw-colored lead glazed earthenware, originates from the Tang dynasty, dating approximately between 630-680 CE. Its production in China reflects the artistic styles and ceremonial practices of the period. The figure's material and glazing technique highlight the sophisticated craftsmanship of Tang artisans, known for their skillful use of earthenware materials and glaze technology to create lifelike representations. Although uninscribed, the piece vividly embodies the militaristic themes prevalent during the era. It was found, or possibly acquired, from Luoyang, a historically significant city that served as a prominent cultural and political center during the Tang dynasty, providing a valuable context for understanding its historical and cultural significance."
5579,618-906,Found/Acquired: Yonghe,earthenware,glazed,,,,Tang dynasty,Tang dynasty,China,"This flask, originating from the Tang dynasty period between 618-906 CE, is a fine example of Chinese earthenware artistry. It is crafted from earthenware and is distinguished by its striking green and yellow glaze, a hallmark of the period's ceramic techniques. The object was uncovered in Yonghe, adding valuable context to the geographical distribution of Tang dynasty artifacts. Its creation and style reflect the sophisticated ceramic craftsmanship and aesthetic preferences of the period, offering a glimpse into the cultural and artistic milieu of ancient China."
5398,618-906,Found/Acquired: China,porcelain,glazed; incised,,,,Tang dynasty,Tang dynasty,China,"This elegant porcelain cup, originating from the Tang dynasty between 618-906 CE, exemplifies the distinguished craftsmanship of this influential period in Chinese history. Made from cream-glazed white porcelain, the cup features three incised decorative bands encircling its exterior. The handle is ingeniously crafted from a double coiled loop, adding a distinctive touch to its design. The glazing and incising techniques employed in its creation highlight the advanced ceramic skills of Tang artisans. Discovered in China, this artifact reflects the aesthetic and functional nuances characteristic of Tang period ceramics, offering valuable insight into the cultural and artistic achievements of the era."
5423,618-906,Found/Acquired: China,earthenware,incised; glazed,,,,Tang dynasty,Tang dynasty,China,"This exquisite Tang dynasty dish, dating from 618-906 CE, exemplifies the era's artistic innovation through its delicate incised and glazed earthenware construction. Distinctly designed with three feet, the dish is adorned with a central rosette motif embellished with four flowers and four buds, all enhanced by a sancai palette of white and green glazes. As a testament to the Tang dynasty's mastery of ceramics, this piece reveals both the technical sophistication and aesthetic sensibilities of its time. The dish was discovered in China, offering a tangible connection to the region's rich cultural and historical tapestry."
5955,618-906,Found/Acquired: China,earthenware,lead-glazed,,,,Tang dynasty,Tang dynasty,China,"This Tang dynasty whistle, produced between 618-906 CE, is an exquisite example of Chinese craftsmanship from this period. Fashioned in the shape of a human head, it is made from earthenware and features a distinctive lead glaze with a green tint. The use of lead glazing during the Tang dynasty was a popular technique that added a vibrant and lustrous appearance to ceramics, indicative of the innovation and artistry of the time. Though devoid of inscriptions, the artifact's cultural significance lies in its representation of the Tang dynasty's advanced ceramic technology and aesthetic appreciation. This unique piece was discovered in China and adds to our understanding of the period's material culture."
5401,618-906,Excavated/Findspot: Samarra,porcelain; pottery,glazed,,,,Tang dynasty,Tang dynasty,China,"This Tang dynasty sherd, dated between 618-906 CE, is a fragment of a cup rim crafted from white glazed porcelain. The exterior is adorned with two horizontal bands, indicative of the refined ceramic techniques characteristic of the era. Originating from China, this piece reflects the artistic elegance and technical advancements that define Tang dynasty porcelain. The sherd was excavated in Samarra, offering valuable insights into the cultural and trade exchanges that occurred between China and the regions beyond during this vibrant period of history."
5805,618-906,Found/Acquired: China,stoneware,glazed,,,,Tang dynasty,Tang dynasty,China,"This Tang dynasty white ware stand, produced between 618-906 CE, exemplifies the exquisite craftsmanship of Chinese stoneware during this period. Fashioned from white stoneware and featuring a glazed finish, the stand highlights the aesthetic and functional aspects of ceramic art in ancient China. It was discovered in China, further enriching our understanding of the Tang dynasty's material culture and the prominent role of ceramics in daily and ritualistic contexts. The elegance of this glazed stoneware piece reflects the sophisticated artistic standards of its time."
5584,618-906,Found/Acquired: China,earthenware,lead-glazed,,,,Tang dynasty,Tang dynasty,China,"This exquisite earthenware vase, serving as an incense holder, heralds from the illustrious Tang dynasty of China, crafted between 618-906 CE. The vase exemplifies the distinctive sancai (three-color) lead glazing technique, highly revered during this period for its vibrant and lustrous finish. The applied decoration further enhances its aesthetic appeal, a testament to the sophisticated artistic achievements of the Tang dynasty. This piece was discovered in China, reflecting the rich ceramic tradition and cultural significance of such artifacts in the realm of historical Chinese craftsmanship and incense rituals."
5440,618-1125,Found/Acquired: China,earthenware,glazed; applied,,,,Tang dynasty; Liao dynasty,Tang dynasty,China,"This exquisite ewer, crafted from green-glazed and applied earthenware, originates from China and dates back to the period spanning the Tang to Liao dynasties, approximately 618-1125 CE. The vessel embodies the artistic and technological advancements of these influential Chinese dynasties, especially in ceramic production techniques such as glazing and applied decoration. The ewer's distinctive hue and form are emblematic of the era's refined aesthetic sensibilities. It was uncovered in China, further enriching our understanding of the region's rich ceramic tradition during this pivotal historical period."
5749,618-906,Found/Acquired: China,stoneware,glazed,,,,Tang dynasty,Tang dynasty,China,"This heavily potted jar, dating from the Tang dynasty period (618-906 CE), exemplifies the refined stoneware craftsmanship of ancient China. Made from cream-glazed stoneware, the artifact features a wide foot ring indicative of stability, though the glaze has notably worn over time, attesting to its age and historical journey. The jar's rim surrounding the mouth is mostly broken away, suggesting historical usage or later handling practices. Originating from China, this jar embodies the artistic and functional stoneware practices characteristic of the Tang dynasty, contributing valuable insights into the utilitarian and aesthetic sensibilities of the period."
3316,600 BC - 570 BC (likely),Excavated/Findspot: Naukratis,glazed composition,mould-made (probably),Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription transliteration: jmn nb.j (?) Inscription translation: Amun is my lord (?) Inscription note: Inscription possibly written in a cryptographic way.,,Named in inscription: Amun-Ra (?),26th Dynasty,Ancient Egyptian,Egypt,"This artifact is a scaraboid, shaped like a cowroid, from the 26th Dynasty of ancient Egypt, most likely produced between 600 and 570 BC. Constructed from glazed composition, it appears to have been mould-made. The back of this piece is adorned with a circular decoration featuring a central cross, while the underside displays hieroglyphic inscriptions. These inscriptions elegantly incorporate the Maat feather and neb-basket signs symmetrically flanking a central nefer-sign, likely conveying the message ""Amun is my lord"" in a potentially cryptographic script. Associated with the deity Amun-Ra, this artifact is imbued with religious significance, reflective of the spiritual beliefs of its era. It was excavated from the site of Naukratis, providing historical context to the artifact's cultural and religious milieu during the period."
3257,1295BC-1186BC,Excavated/Findspot: Enkomi,glazed composition,engraved; pierced,Inscription type: inscription Inscription script: hieroglyphic Inscription translation: Thutmose III,,Named in inscription: Thutmose III,19th Dynasty,Ancient Egyptian,Egypt,"This artifact is a glazed composition scarab from the Ancient Egyptian 19th Dynasty, dating between 1295-1186 BCE, and likely originating during the Ramesside period. The scarab is intricately engraved, featuring detailed elytra, head, and legs, and pierced longitudinally. The base of the scarab is of particular note, as it bears the hieroglyphic inscription of the prenomen of Thutmose III enclosed within an oval, flanked by two maat feathers with uraei. Despite its manufacture potentially occurring well after Thutmose III's reign, the piece signifies the enduring reverence for this significant pharaoh. Over time, the glaze has worn and faded to white, suggesting age and historical wear. This scarab was excavated at Enkomi, providing valuable insight into the cross-cultural exchanges between Egypt and surrounding regions during this era."
3286,600 BC - 570 BC (mainly),Excavated/Findspot: Scarab Factory,glazed composition,glazed; mould-made; stamped (likely),"Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription transliteration: jmn
jmn-ra
mnx-[jb] (?) Inscription translation: Amun
Amun-Ra
Menekhib (?) Inscription note: Likely meant as a cryptic way to write Amun (or Amun-Ra), or Horus name of  Psamtek II (?).",bird; african,Named in inscription: Amun-Ra (possibly);  Named in inscription: Amun (possibly);  Named in inscription: Psamtek II (?),26th Dynasty,Ancient Egyptian,Egypt,"This intricately crafted scaraboid from the 26th Dynasty of Ancient Egypt, produced primarily between 600 and 570 BC, showcases a mold-made design in glazed composition. The item is distinguished by its delicately modeled back, representing a Black African head with notable features such as a convex forehead, retroussé nose, broad lips, and high cheeks, all partially obscured by a thick yellow glaze. The underside presents a cryptographic inscription in Egyptian hieroglyphs comprising an owl, men-draughtboard sign, and sun-disc, likely stamped rather than incised. The inscription is an enigmatic rendition possibly referring to deities Amun and Amun-Ra or to the Horus name of Psamtek II, suggesting its symbolic significance. A large perforation at the top of the forehead implies it was suspended, possibly as a necklace. Excavated at the Scarab Factory in Egypt, this artifact illuminates the fusion of artistic expression and the complex iconography of the era."
3288,600 BC - 570 BC (mainly),Excavated/Findspot: Naukratis,glazed composition,glazed; mould-made; incised; pierced,"Inscription type: inscription Inscription position: underside Inscription script: hieroglyphic Inscription transliteration: wAH-[jb]-ra (?) Inscription translation: Wahibre (Constant [is the] Heart [of] Re) (?) Inscription note: Very debased hieroglyphic signs arranged vertically in oval, so reading must be cautious. Wahibre could correspond to the nswt-bjt name of Psamtek I or the name of son of Ra of  Apries.",bird,Named in inscription: Apries (?),26th Dynasty,Ancient Egyptian,Egypt,"This disc-shaped scaraboid, originating from the 26th Dynasty of Ancient Egypt and dated between 600-570 BC, is a captivating artifact crafted from glazed composition. It features a slightly domed, plain back with nearly straight sides and is pierced through its diameter. The underside displays a crudely incised engraving of a falcon holding a flail to the left, an oval containing three debased hieroglyphic signs to the right, and a flattened neb-basket symbol beneath. Some of the original buff-yellow glaze, pitted with small porosities, remains as a skin over its surface, with a slightly yellower and smoother core revealed beneath. The inscription is in hieroglyphic form and cautiously transliterated as ""wAH-[jb]-ra,"" potentially translating to ""Wahibre (Constant is the Heart of Re)."" This could correspond to the nswt-bjt name of either Psamtek I or the title of Apries, reflecting possible links to these significant figures. The artifact was excavated in Naukratis, a site known for its rich connection to cross-cultural exchange in antiquity."
3212,600 BC - 570 BC (mainly),Excavated/Findspot: Naukratis,egyptian blue,incised; mould-made; pierced,Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription transliteration: jmn (?) Inscription translation: Amun (?) Inscription note: Cryptographic reading of the divine name Amun?,bird,Associated with: Amun-Ra (?),26th Dynasty,Ancient Egyptian,Egypt,"This small mould-made scaraboid, dating from 600 to 570 BC during Egypt's 26th Dynasty, exemplifies ancient Egyptian craftsmanship in bright blue Egyptian paste. The back is simply modeled, with incised lines indicating the clypeus, prothorax, and elytra, and notches denoting humeral callosities. The legs are abstractly represented by broad incised lines forming a triangle. The underside bears three hieroglyphic inscriptions: the Maat feather, an owl, and a sun-disc, which cryptographically reference the divine name Amun. Noteworthy for its longitudinal piercing, this artifact bears cultural and religious significance potentially linked to Amun-Ra. Discovered in Naukratis, this scaraboid offers insight into the religious and artistic practices of the period."
3604,895BC-870BC (approx.),Excavated/Findspot: Saqqara (Memphis) (?),glazed composition,painted; glazed,"Inscription type: inscription Inscription position: back Inscription script: hieroglyphic Inscription translation: Titles/epithets include : High Priest of Ptah Inscription note: A central column, painted in black.",,Named in inscription: Osorkon,22nd Dynasty,Ancient Egyptian,Egypt,"This evocative shabti figure, dating from approximately 895 to 870 BCE during Egypt’s 22nd Dynasty, is a testament to the artistry and religious practices of Ancient Egypt. Crafted from a green-glazed composition, the figure represents Osorkon, adorned with a black curled page-boy wig and a distinctively modelled face. The shabti wears a garment with a deep v-neck and a pleated triangular apron, while one arm clasps a whip's handle across the chest, and the other drapes along its side. The lower section of the figure is missing below the knee, adding a sense of mystery to its incomplete form. Notably, the back features a central column of black-painted hieroglyphs that highlight Osorkon's prestigious title as High Priest of Ptah, inscribing both identity and status into the artifact. Discovered, or likely found, in Saqqara, an ancient necropolis serving Memphis, this shabti reflects the funerary traditions of embedding the deceased with figures believed to act as servants in the afterlife."
3297,600 BC - 570 BC (mainly),Excavated/Findspot: Scarab Factory,glazed composition,mould-made; incised (possibly); pierced,Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription transliteration: jmn (?) Inscription translation: Amun (?) Inscription note: The name of Amun written in a cryptolgraphic way (?).,bird,Named in inscription: Amun-Ra (?),26th Dynasty,Ancient Egyptian,Egypt,"This Ancient Egyptian mold-made disc-shaped scaraboid, dating from 600 to 570 BC during the 26th Dynasty, presents a fascinating glimpse into the period's artistic and spiritual practices. It is crafted from glazed composition, though the glaze has since vanished, leaving a pale yellow core and an abraded surface. The scaraboid features a slightly domed and plain back with sloping sides, while the underside showcases a depiction of a walking goose or duck facing right, flanked by two cross-shaped symbols. This motif seems incised rather than stamped, revealing the meticulous technique employed by its creator. Notably pierced through its diameter, the artifact bears an inscription on its underside, rendered in Egyptian hieroglyphs, possibly cryptically referring to the god Amun. The scaraboid was unearthed at the Scarab Factory, emphasizing its origins within Egypt, and it is identified with Amun-Ra, reflecting the cultural and religious reverence of the time."
3314,600 BC - 570 BC (mainly),Found/Acquired: Scarab Factory,glazed composition,mould-made; pierced; stamped (possibly),Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription transliteration: jmn-ra  (likely) Inscription translation: Amun-Ra  (likely) Inscription note: Likely meant as a cryptic way to write Amun-Ra.,mammal; bird,Named in inscription: Amun-Ra (likely),26th Dynasty,Ancient Egyptian,Egypt,"This artifact is a mould-made scaraboid from the 26th Dynasty of Ancient Egypt, dating between 600-570 BC. Composed of a glazed material, it is crafted with the back shaped like a lion couchant, indicative of symbolic strength and majesty. The underside features a highly eroded cryptographic inscription presented with hieroglyphs arranged vertically—a sun-disc, men-draughtboard, and owl—suggesting a cryptic reference to Amun-Ra, integral to Egyptian spirituality and state ideology. Though the glaze is lost and the core appears yellow and coarse, the piece was originally pierced longitudinally, with the lower part now broken off. The inscribed design, possibly stamped, aligns with Petrie's recordings from 1886. This artifact was discovered at the renowned Scarab Factory in Egypt, a testament to the production and dissemination of inscribed amulets in ancient Egyptian culture."
3801,945BC-720BC,Found/Acquired: Egypt,glazed composition,glazed,Inscription type: inscription Inscription position: leg section Inscription script: hieroglyphic,,Named in inscription: Djedkhonsiufankh,Third Intermediate,Ancient Egyptian,Egypt,"This shabti, dating from 945–720 BC during Egypt's Third Intermediate Period, is crafted from a green glazed composition with intricate black details. It features Djedkhonsiufankh, as noted in the hieroglyphic inscription on the front of the leg section. The shabti wears a lappet-wig tied with a fillet, and its modelled face has traced eyes. The crossed hands clutch two hoes, indicative of the symbolic agricultural duties shabtis were believed to perform for the deceased in the afterlife. Additionally, a seed-basket is depicted on its back, exemplifying the shabti's role. Some damage is noted at the foot. This artifact was found or acquired in Egypt, offering insight into the funerary customs and religious beliefs of the era."
3233,600 BC-570 BC (mainly),Excavated/Findspot: Naukratis,glazed composition,mould-made; carved (likely); pierced,Inscription type: inscription Inscription position: Underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription note: Trigram meant as a cryptic way to write the name of Amun or just debased inscription?,bird,Associated with: Amun-Ra (?),26th Dynasty,Ancient Egyptian,Egypt,"This mold-made scarab, dating primarily from 600 to 570 BC, emerges from Egypt's 26th Dynasty, intricately carved from a glazed composition. The artifact, excavated in Naukratis, holds significant cultural and religious symbolism. Its upper surface, although rubbed and simply modeled, features faintly incised lines delineating the clypeus, prothorax, and elytra, while the less understood representation of legs is marked by broad lines almost forming a triangular shape. The underside bears a horizontally arranged hieroglyphic inscription, carved rather than stamped, encircled by a groove near the edge. The enigmatic symbols—a falcon, sun-disc, and a questionable sign that resembles either a debased aa-column or mt-phallus—suggest a cryptic reference to the god Amun-Ra or may represent a debased inscription. Despite the glaze being lost, the scarab's pale yellow core and its longitudinal piercing remain vivid testaments to its construction and purpose."
3221,600 BC - 570 BC (mainly),Excavated/Findspot: Naukratis,glazed composition,mould-made; glazed; stamped (?); pierced,Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription translation: Pa-di-bast,,Named in inscription: Padibast,26th Dynasty,Ancient Egyptian,Egypt,"This small mold-made scarab, dating from 600 to 570 BC, originates from Egypt during the 26th Dynasty. Crafted from a glazed composition, the artifact's back is detailed with simple markings representing the clypeus, prothorax, and elytra, while its underside is deeply stamped with the name of Padibast, inscribed in Egyptian hieroglyphs. The scarab is longitudinally pierced, and though much of its original pale green glaze has eroded, remnants of its pale yellow paste remain visible. This scarab was discovered in Naukratis, a significant site for interaction between the Egyptians and Greeks, underscoring its cultural and historical context."
3304,600 BC - 570 BC (mainly),Excavated/Findspot: Naukratis,glazed composition,mould-made; glazed; incised (possibly); pierced; stamped (?),"Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription note: The cross-shaped symbol between two discs could be interpreted as a debased version of wah-ib-Ra, the Horus name of Psamtek I, or nomen of Apries (Gorton 1996, 93).",bird,Representation of: Apries (?);  Named in inscription: Psamtek I (?),26th Dynasty,Ancient Egyptian,Egypt,"This artifact is a mould-made scaraboid, likely from the 26th Dynasty of Ancient Egypt, dated between 600 BC and 570 BC. Crafted from a glazed composition, the scaraboid's surface is noticeably eroded, with some remnants of a pale yellow glaze and a yellowish-white paste base. Its back appears very rubbed, potentially taking the form of a cowroid, and is pierced lengthwise. The underside is crudely decorated with a motif featuring a falcon holding a flail to the right and half a cartouche with three debased hieroglyphic signs to the left, possibly incised rather than stamped. A vertical line separates the inscription from the falcon. This inscription, written in hieroglyphics, includes a cross-shaped symbol between two discs which could be interpreted as a debased version of the Horus name of Psamtek I, or the nomen of Apries, reflecting potential royal associations. This intriguing piece was excavated from Naukratis, shedding light on both its artistry and historical significance."
3282,600 BC - 570 BC (mainly),Excavated/Findspot: Naukratis,glazed composition,glazed; mould-made; incised; pierced,Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription translation: Pa-di-ast,,Named in inscription: Padiast,26th Dynasty,Ancient Egyptian,Egypt,"This intricately crafted scarab, originating from the 26th Dynasty of Ancient Egypt and dated between 600 and 570 BC, is a quintessential representation of Egyptian artistry. Crafted through a mould-made technique using a glazed composition material, the scarab's back is meticulously detailed, featuring pronounced characteristics like the clypeus, prothorax, elytra, and humeral callosities, while the sides depict well-modeled legs. The underside bears an incised hieroglyphic inscription naming Padiaset, offering insights into its ceremonial or personal significance. Despite being primarily eroded, the scarab retains traces of a pale green glaze over its creamy yellow core. The longitudinal piercing indicates its possible use as an amulet or piece of jewelry. Excavated in Naukratis, this artifact underscores the rich cultural interconnections existing within ancient Egyptian society and its artistic traditions."
